item_id,query_mod,question,review,human_ans_spans,human_ans_indices
B007TGDXMU,great,How much does a coffee with excellent aroma cost?,The price is wonderful on these but I really like the way the company conducts business.The coffee is fresh!  SO FRESH!  I know because the biodegradable bottom of the cup lets me smell the coffee and they are bagged in small quantities to maintain freshness.  About one bag a week in my house.The are made in the California which makes me biased of course.  They chip quick and focus on the customer experience.  Will buy more. ANSWERNOTFOUND,The price is wonderful on these,"(0, 31)"
B007B9WAH4,small,How is the packet?,"for those of us who have bad reactions to this crap they put in our food, SHAME SHAME ON YOU LIPTON ANSWERNOTFOUND",bad reactions,"(25, 38)"
B0051COPFI,perfect,How is the amount?,"We just used our first pack of this food (Pear and Garden Greens flavor) today at a lakeside picnic. Our son, who is seven months old, was launching himself towards the container and trying to grab it. So I think it's safe to say he found it palatable (I tried a bit and it was pretty decent - not very bland, and a good strong pear flavor). We liked that it contains pear, broccoli, and spinach, since it's been kind of hard o get broccoli into the kid thus far. I will say the recommended serving size on the package is small - he probably would have eaten twice what was contained in the package, not half.Anyway, this brand will definitely remain on our list of portable options. It was a hit. ANSWERNOTFOUND",Garden Greens,"(51, 64)"
B005OVPKCI,small,What is the size of the box of chocolates?,"With its subtle use of sugar and cinnamon, Quaker's Cinnamon Oatmeal Squares seems to be crafted to adult tastes, though I'm sure kids would love it too. It's a hearty cereal, equally good with milk or straight from the box. A small handful will stave off your appetite for an hour or two.The squares look like Miniature Shredded Wheat but I find the texture and flavor much more satisfying..  The cereal is fairly good for you despite its nine grams of sugar per serving.  That's a modest amount, but still may be questionable for some people, yet the good news is that there is no high fructose corn syrup, just real sugar, white and brown.The cereal stays crunchy in milk for a reasonable amount of time, too.Normally, I'm a Cheerios and milk, no sugar, kind of person, but sometimes I get a craving for cinnamon cereal.  From now on, I'm going with Quaker's offering; I like the nice, heavy crunch, the perfectly pitched flavors and the simple, natural ingredients. ANSWERNOTFOUND",The squares look like Miniature Shredded Wheat,"(289, 335)"
B002D4DY8G,nice,How was the coffee?,"My husband is the coffee drinker so I asked him what he thought....He definitely liked it :-)One thing he noticed - this coffee is not as good if you try to use it in the DIY Keurig coffee pod gadget.  So long as you stick with a regular drip coffee maker, it is great :-) ANSWERNOTFOUND",this coffee is not as good if you try to use it in the DIY Keurig coffee pod gadget,"(116, 199)"
B003GTR8IO,sweet,How is coffee?,"I got this coffee for my coffee-addicted husband.  He drinks more coffee than anyone I know.  He loves Starbucks coffee directly from Starbucks, as well as Dunkin Donuts (prepared at home).  He said that he liked the taste of the coffee (although it was more vanilla-y than he normally likes).  He said that he liked that the coffee was strong and ""packed a punch"", but was a little too fine a texture than he prefers.  Overall, while he does not really like vanilla-flavored coffee, he did like this coffee enough to buy it again. ANSWERNOTFOUND","He said that he liked the taste of the coffee ( although it was more vanilla - y than he normally likes ) .   He said that he liked that the coffee was strong and "" packed a punch "" , but was a little too fine a texture than he prefers","(191, 417)"
B003YBH398,good,How do you like the box?,"I found the GoPicnic Sunbutter and Cracker box to be a great find! How I would've loved these when my children were smaller. But, I can still appreciate them now. The package is all neatly packed in a little box. There's no high fructose corn syrup, MSG or trans fat. It has a few fun food facts and a Sudoku puzzle on the bottom of the box. Here's a breakdown of the goodies:Sunbutter Spread: Tasted just like peanut butter; smooth texture. (It is peanut-free) It comes in a handy squeezable package to put on the crackers.Crunchmaster Multi-Grain Crackers:  Healthy gluten-free crackers that have a nice crunch. They're loaded with seeds: sesame, flax, millet and quinoa. These were great with the Sunbutter.Seed and Fruit: No nuts! This has sunflower kernels, pumpkin seeds, raisins, apple pieces, chocolate chips and cranberries. I plan to stash some of these in my purse for a fast snack when my blood sugar is low.Peel-A-Part Tropical Fruit: This was a big surprise to me that I liked it so much! Four pieces to peel apart with great flavor of apple, mango, and pineapple. I don't normally like fruit leather type snacks, but this was great.Double Chocolate Crunchy Cookie: I love chocolate, but prefer a soft cookie. Again, something I didn't think I would like that well and it was delicious. Light and crunchy with a great flavor and it's also gluten-free. You'll find a coupon on the package for 75 cents off a box of these cookies.All and all this was very convenient and healthy. We're planning an overnight trip to the coast and these snacks are going with us for the whole family to enjoy. I plan to order more! Great idea! I would think this is especially good for people with allergies to nuts and MSG. ANSWERNOTFOUND",The package is all neatly packed in a little box,"(163, 211)"
B00B9AAI9S,good,How do you like the teas?,"This is not your average tea experience, that's for sure! I didn't have high hopes after a disappointing experience with another Numi tea recently, but these are surprisingly good. They aren't sweet at all, so don't expect anything like the average herbal tea, or even anything strong like a black tea.Instead, these six different flavors are mild and savory, almost like a light broth. In fact I bet you could brew a few cups and use that as a soup stock. There aren't any bad flavors in the mix, although some are more intriguing than others. The ""Tomato Mint"" really didn't have much of a mint flavor at all, so I picked a mint leaf from my herb garden and tossed it in to spice it up, but otherwise they all clearly taste like they should.These non-traditional teas may take some getting used to, and people who don't like savory flavors where they would normally be sweet likely will hate this, but it definitely worked for me. Give it a shot and it may just be your odd new favorite. ANSWERNOTFOUND",traditional teas,"(753, 769)"
B0025UCHT0,gritty,How was the texture?,"I've only used Barilla Spaghetti Plus Multigrain once, but it seems to be a decent product. It is similar in texture and tenderness to white flour pasta and it has no noticeable flavor, at least not with the relatively light sauce (basil, olive oil, lemon juice, capers, salt, garlic) that I used. It does not have the chewy texture and nutty flavor associated with whole wheat pasta. Nutritionally, it has more fiber and protein than Barilla's white flour product, but less fiber than their Whole Grain (51% whole wheat) product. Calories are the same for all three products. None have a lot of fat, but multigrain has the most. Some people would argue that the whole grain product is healthier than the more heavily processed product. I don't know, but multigrain does appear to be a better nutritional choice than white flour and a more palatable choice than whole wheat. ANSWERNOTFOUND",texture and tenderness to white flour pasta and it has no noticeable flavor,"(109, 184)"
B003FOA0VW,healthy,Are these cracker healthy for all kinds of consumers?,"This is a package of junk food. Pretty much everything in here is dried, sugary, and processed. The things taste ok - I brought the GoPicnic with me on a snowshoeing trip (doesn't require refrigeration) and it had a good amount of protein to help me recover after a few hours of going uphill in the snow. The sharkies are ok, but really hard and chewy - I prefer Clif Bloks or pretty much any other energy chew (I've used a lot of them training for a 200 mile bike ride and various triathlons and running events). The popchips are really just BBQ potato chips, only in corn form. Because we don't have enough corn in our diets, clearly. The crackers are good, but crackers are pretty hard to mess up. ANSWERNOTFOUND",had a good amount of protein,"(210, 238)"
B000FEH8ME,pleasing,Is the blanket plain or have some texture?,These bars are wonderful! The cherry flavor is powerful and the texture is just right. I will be buying more of these bars. If only they were bigger! ANSWERNOTFOUND,texture is just right,"(64, 85)"
B005HG9ERW,artificial,How is the taste?,"This water has a nice taste and the bottle is nice and sturdy to hold. What else to say about this water? Oh yes, the PH. I did not feel any different after drinking this water than I do after drinking any other water. It did absolutely nothing to even try to blow my socks off, and the asking price is too high for it to be so mediocre. This water didn't come from some rare source so the price tag is unwarranted. So why the 4 stars? Because it tastes like good water, as it's supposed to. If it were sold for the same price as Sam's Club water then I'd buy it.  Also, I think I'll stick to Gatorade as opposed to expensive filtered tap water when I need electrolytes. ANSWERNOTFOUND",has a nice taste,"(11, 27)"
B00B18PAWI,sweet,How is the caramel?,"These ""Skinny Cow"" chocolate and caramel treats are quite tasty. It is difficult to believe that they are lower in calories than other chocolates. It requires great will-power to eat only one pouch of these. The box holds only 6 oz., it is simple to consume them at one sitting. For a true ""chocoholic"". these are a treat, and I would recommend them to all for the rich and yummy taste. ANSWERNOTFOUND",caramel treats are quite tasty,"(33, 63)"
B004AFODLI,moist,How is the cake?,I go through stages where i seek out different alternatives to regular mass market products and look instead for artisinal or just somewhat unorthodox alternatives.  sometimes it works out and other times i end up with a cabinet full of stuff that noone in the house will touch.this time it worked great.this mix is an excellent change from the standard big brand pancake mixes (haven't used it for waffles).  the flapjacks have an excellent consistency and taste great.  i've actually noticed the whole family uses less syrup with this mix than our old stand by which produced pancakes that weren't much more than syrup delivery vehicles.  the cakes are moist and delicious. ANSWERNOTFOUND,the cakes are moist and delicious,"(641, 674)"
B007TGDXMU,fantastic,How good is coffee?,"I was pleasantly surprised by the flavor of this coffee.I am not a coffee aficionado, but I do drink about one per day. When I'm out, my idea of a great coffee is Starbuck's Pike's Place with cold soy milk and  a packet of Sugar in the Raw. At home, I was using green Mountain Nantucket blend, which I found a little too mild. I say this so you can get a point of reference, as I found the San Francisco Bay Coffee to be just right. I use about 8-9 ounces of water and it comes out with a bolder flavor than the Nantucket blend. The coffee is very smooth and rich.As for the design of the K-Cup, it worked perfectly in my Cuisinart machine.The cups come in plastic bags and need to be transferred to zip-lock bags so they don't make the kitchen smell like coffee, though would be fine with me.Anyway, I feel it is a great value; it meets all of my needs, works in my machine, and tastes great too. ANSWERNOTFOUND","When I 'm out , idea of great coffee is Starbuck 's Pike 's","(120, 180)"
B003FOA0VW,healthy,Are these cracker healthy for all kinds of consumers?,"This is a package of junk food. Pretty much everything in here is dried, sugary, and processed. The things taste ok - I brought the GoPicnic with me on a snowshoeing trip (doesn't require refrigeration) and it had a good amount of protein to help me recover after a few hours of going uphill in the snow. The sharkies are ok, but really hard and chewy - I prefer Clif Bloks or pretty much any other energy chew (I've used a lot of them training for a 200 mile bike ride and various triathlons and running events). The popchips are really just BBQ potato chips, only in corn form. Because we don't have enough corn in our diets, clearly. The crackers are good, but crackers are pretty hard to mess up. ANSWERNOTFOUND",The crackers are good,"(637, 658)"
B003GTR8IO,pleasant,What do you think about the taste?,"I'm not a big flavored coffee fan, but, for some reason, around the holidays it seems like I want to drink flavored coffee. Vanilla is my favorite, so when I got a chance to try this vanilla flavored coffee, I did it.It seems to me that every vanilla flavored coffee I've tried in the past did not really have a smooth vanilla flavor that I hoped for, and this one is no different. The vanilla doesn't seem to stand out or on its own. To me, the only way I can describe it is that the vanilla tastes ""burnt.""As a comparison, I tried adding Torani french vanilla syrup to my regular coffee. I liked that better. I think adding any type of vanilla flavor to regular coffee would produce a similar or better taste than buying it with the flavor already in it. So, is it really necessary to buy premixed vanilla flavored coffee?Maybe a coffee connoisseur would be a better judge of this coffee, but to me, the occassional flavored coffee drinker, this would seem a waste of money, especially since I doubt I'll use the whole package. ANSWERNOTFOUND","the only way I can describe it is that the vanilla tastes "" burnt","(442, 506)"
B00DILCU92,right,How is the quality of the texture?,"This is a great healthy snack bar that tastes great. It's a really healthy bar that has 5 super grains. It has only 150 calories and 1 gram of saturated fat. 8 grams of sugar is okay but other than that it is a healthy bar.  It is a bit crumbly so watch out when you're eating it. This is a great tasting bar. A blend of peanut butter and dark chocolate is a great way to eat healthy. The texture is really grainy, chewy, and crunchy too. The taste is a bit bland but I like the texture. Overall this is a great balance of how it tastes and how healthy it is in one bar. ANSWERNOTFOUND",I like the texture,"(468, 486)"
B000ED7M2W,full,Does hulled seeds are full of nutrients?,"OILS: Rancid is a process of mother nature and has nothing to do with organic, conventional, GMO or the type of seed since rancid has to do with oil. It is not important if the oil or the tablet is even frozen at the time of production till you consume since any seed, and I mean any type of seed regardless of the brand will go rancid once ground and cracked open since the shell, the protection is removed which will allow air and moisture access the oil of the seed much quicker than when the seed is in a complete un-hulled form. The best example of rancidity is brown rice. Place some brown rice in freezer and you will notice in few months it will not even cook since the oils have gone rancid even if it was kept in a sealed container in the freezer regardless. Chia is the only seed that does not need to be ground in order for human body to digest and get the nutrients and can be stored for longer time than any other seed without going rancid. Sesame seed, flax seed, etc. are so dense that will pass through human body when not ground making it absolutely worthless since human body can not digest it in its natural form.FIBER: Fiber is essential for body since fiber absorbs the unwanted liquid in the gut and body has to defecate that blown up fiber which in return lowers cholesterol, glucose, blood pressure, etc. and brings comfort and efficiency to human body unlike fat which stays in human body unless needed for energy. Flax is high in fiber.MINERALS: Flax is one of the kings of nutrients when it comes to minerals and so important to me as a whole delicious seed; highest ALA, high magnesium, high potassium, calcium with the healthiest fat.Accordingly for 100gr servings size of;SESAME__FLAX__CHIA__AMARANTH__QUINOA__HEMP__PISTACHIO__ALMOND__CASHEW__PEANUTCALORIES565__534__490__371__368__567__557__575__553__585SAT FAT34__18__16__7__4__17__27__19__39__34CALCIUM99__26__63__16__5__0__11__26__4__5MAGNESIUM89__98__0__62__49__167__30__67__73__44POTASSIUM14__23__5__15__16__167__29__20__19__19ZINC48__29__23__19__21__83__15__21__39__22FIBER47__109__151__8__11__4 __41__49__13__32PHYTOSTEROLS714__0__0__0__0__N/A__214__0__0__0FRESHNESS: Fresh means nutritious and delicious. I consume lots of seeds, beans, grains, vegetables, etc. and freshness is a priority regardless of the brand so I always purchase my food ingredients in small quantities from reputable sellers with high turnover. When fresh, food is nutritious and that goes for any food in any form, from frozen to canned. Fresh food is nutritious as well as delicious since nutrients give food its delicious taste. When old or rancid, nutrients are gone and any food item becomes an empty calories with no taste and absolutely worthless regardless of the brand or price, organic or conventional. For few years I consumed seeds in oil form since physicians advised me to do so not knowing that majority are not aware that seeds hardly offer any nutrients unless; seeds are fresh, not old which means rancid, not in oil form, not in supplement form, not hulled, ground and consumed within few days, kept in dark cold temperatures, away from light-sun-moisture since the oil in seeds and nuts go rancid regardless. That is why brown rice which has its nutrients will go rancid even if kept in freezer while white rice will last for years at room temperature since it hardly has any nutrients or oil. I ground in my coffee grinder sesame, flax, chia, amaranth, hemp then add cocoa, isolate protein, soy milk and consume it before my workouts on daily basis for its vitamins, minerals, protein and many nutrients, without much spike in my glucose. Un-hulled seeds are full of nutrients. I never consume hulled seeds which are empty calories, absolutely worthless since the nutrients have been removed.OMEGA-3: You will never see ALA on any fish you purchase. Infact you will never see ALA on any fish oil supplement either, you will only see EPA and DHA. ALA is not the same as EPA or DHA. That is true for any brand of flaxseed regardless if such flaxseed oil is in solid form, oil form in a bottle or in a capsule form. Greens, veges, nuts, seeds and fruits do not offer any Omega-3 in form of EPA/DHA since omega-3 EPA/DHA is an animal source. There are two major types of omega-3 fatty acids in our diets: One type is alpha-linolenic acid (ALA), which is found in plants the other type, eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA), is found in fatty fish. The body partially converts ALA to EPA and DHA. There is no proof what percent of ALA gets converted by human body to EPA or DHA. You can consume all ALAs that you want and depending to your genes it may never turn any into omega-3. Blood test is the only way to see the affects. I get omega 3 from sardines although flaxseed is an important part of my diet since flaxseed offers so many nutrients. Flaxseed offers more ALA than chia for $1.99 a pound not $15 a pound, 22.8gr vs. 17.8gr. ANSWERNOTFOUND",hulled seeds are full of nutrients,"(3626, 3660)"
B005IW4WEA,perfect,How is the level like?,"This Cinnamon Oat Cluster cereal looks like granola, but is dryer and lower in fat and calories than my favorite granola, Bear Naked All Natural Granola, Fruit and Nut, 12-Ounce Pouches (Pack of 6). In fact this whole grain cereal by Kind Healthy Grains has half the fat. So for everyday consumption, this cereal is quite tasty. Another characteristic of this cereal worth noting--the wholesome taste of the whole grain blend really comes through.I like to put cereal with fruit and yogurt. The nice this about this product is that it stays crunchy in milk or yogurt. So if crunch is something you like in your cereal, this one is a real keeper. ANSWERNOTFOUND",cereal is quite tasty,"(306, 327)"
B00338DPRG,firm,How are pasta is firm?,"On Sunday evening, I cooked dinner for my girlfriend, Tammy.  I used the Barilla Whole Grain Linguine that the Amazon Vine Program kindly mailed me.  Because of the whole grain, it is reputed to be healthier than the regular Barilla Linguine [Barilla Linguine, 16-Ounce Boxes (Pack of 20)].  But how does it taste?I bought one pound of scallops and baked them with olive oil and butter inside a shallow, uncovered baking dish for twenty minutes at 400 degrees Fahrenheit.  Afterwards, I added the baked scallops to a sauce pan containing Barilla Tomato & Basil Sauce (Barilla Tomato & Basil Sauce-24 OZ) and allowed them to simmer together for approximately ten to fifteen minutes.  Meanwhile, I GENTLY boiled the Barilla Whole Grain Linguine for approximately ten minutes.  (I don't have to worry about the pot boiling over or the pasta becoming too tender if the water is gently boiling in lieu of fiercely roiling.)  I also steamed broccoli florets using my OXO Good Grips Silicone Steamer (OXO Good Grips Silicone Steamer, Green).The meal was very delicious.  I had seconds on the scallop pasta.  Normally, I don't.  Tammy said it was one of the best pasta dinners she had ever eaten.  I'm not surprised.  All of the Barilla pastas are delicious.  However, this is the first time I had used the Barilla Tomato & Basil Sauce.  Normally, I buy Ragu.  However, the Barilla Tomato & Basil Sauce was perfect with both the scallops and the linguine.When buying pasta and pasta sauce, whether it is online or at one's neighborhood grocery store, I highly recommend the Barilla brand.  Barilla pasta is always easy to prepare and is highly affordable, nutritious and delicious.Joseph B. Hoyos ANSWERNOTFOUND",the pasta becoming too tender,"(828, 857)"
B00DS842HS,subtle,Which is the most peculiar taste?,"My husband and I use a lot of organic coconut oil for baking and as an addition to vegetable dishes. This particular brand is certified organic and non-GMO. It has not been processed with hexane or bleach and it is cold-pressed. It has an excellent aroma and flavor.Normally I use Garden of Life because it comes in a glass jar. However, the plastic used here is free of BPA's.For those with allergies: The label on the coconut oil warns that it may contain trace amounts of tree nuts, sesame seed, and peanuts.Coconut oil is a good substitute for non-organic butter and margarine made from hydrogenated fat (which produces inflammation in the body).Coconut oil adds an exquisite taste to almost any food it is included in, but especially curries, baked goods and homemade ice cream.Coconut oil is excellent for the skin. It moisturizes, protects and heals the skin, and it functions as a mild sunscreen. Its natural smell is heavenly, and it makes a wonderful massage oil. It can be used to condition the hair. When used as a mouthwash, the fatty acid it contains, lauric acid, kills harmful microbes, thereby helping prevent cavities and gum disease.We have, fortunately, moved past the era when consumers were wrongly warned to avoid coconut oil in their diet because it is a saturated fat. As it turns out, liquid, polyunsaturated fatty acids (PUFA) and, worse, hydrogenated, solid PUFA, which consumers were advised to substitute for saturated fats, are truly awful for the health. Among other problems, they suppress thyroid and immune function and spread free radicals in the body. Coconut oil, on the other hand, has so many health benefits, it is now classified by many health experts as a ""superfood.""Research has indicated that coconut oil is helpful in treating and preventing Alzheimer's, and it helps prevent epileptic seizures. It is protective of the thyroid. It satiates hunger so you crave less food when you eat, and it raises the metabolism so that the body is more efficient in burning fat, especially the most dangerous kind, visceral, abdominal fat. It raises the levels of HDL (good) cholesterol and lowers the levels of LDL (bad) cholesterol in the blood.In addition to the fatty acid, lauric acid, that coconut oil naturally contains, during digestion the body creates from coconut oil a monoglyceride called monolaurin. Both of these fatty acids have the ability to kill harmful bacteria, fungi and viruses in the body. This means that if you regularly consume coconut oil, you are less likely to become sick from food-borne illnesses, flu and colds. It also insulates you from the effects of Staphylococcus Aureus (a very dangerous pathogen) and Candida Albicans, which causes yeast infections throughout the body.Coconut oil is classified as a ""fruit oil,"" and they are considered the healthiest oils around. Other fruit oils include avocado oil, apricot kernel oil, grape seed oil, and olive oil. Technically nut oils are also fruit oils, because a nut can, by one definition, be seen as a ""one-seeded fruit."" However, the reverse is not true of a coconut. Though a coconut is a fruit, is not truly a nut. A true nut, for example an acorn, does not open up when it is mature in order to release its seeds. Instead, the seeds are released when the walls of the fruit decay or it is eaten and digested by an animal and released onto the ground in the midst of animal waste. In contrast, a coconut has three pores or ""eyes"" at one end. Within these pores the coconut seed germinates and a shoot emerges from the pores much in the way shoots emerge from the ""eye"" of a potato.DISCLAIMER: I received a sample of this oil from Viva Labs in order to test it out. I was under no obligation to write a review. ANSWERNOTFOUND",taste to almost any food it is included in but especially curries,"(680, 746)"
B004DP0DGO,tasty,How is the taste of these stuff?,"I was surprised that the texture and taste was very normal considering the fat content was low and the fiber was high.  As an additive to something like yogurt or oatmeat cookies - this could be a great way to up your fiber without sacrificing taste.  Personally the flavoring is not very vanilla like and the amount of almonds was low, but I was still happy with the purchase.  If you are looking for some natural additives to help ""health up"" your cooking or snacking - this is a perfect way to do it. ANSWERNOTFOUND",taste very normal,"(37, 58)"
B007JFXWRC,artificial,How is the taste?,"Although I typically drink coffee I do love tea. I enjoyed this vanilla tea that has blackberry flavor. It is herbal and did not keep me up - although I would not say it is a relaxing tea. It has nice flavor, no bitter taste at all (sometimes herbal tea's have strange tastes to them!), and it steeps up very well. Not sure about the pyramid thing - if it matters or not- but the tea was flavorful and not too weak. I do like it is caffeine free as I do cut out the caffeine at night so I get a good nights rest. ANSWERNOTFOUND",has blackberry flavor,"(81, 102)"
B000FEH8ME,natural,Does this tea have natural sweetness?,"I had low expectations as I'm usually not a fan of health food bars.  These, however, were quite good.  I enjoyed the slightly chewy texture and the fresh nuts.  The bars have a bright and fruity flavor that is very pleasant.  I also tried the blueberry, but preferred the tart flavor of these a little more. I would definitely buy these again. ANSWERNOTFOUND",I enjoyed the slightly chewy texture,"(104, 140)"
B004BKHX1Y,excellent,How do you like the texture of the chocolate?,"If you're used to a certain national brand graham cracker these will be a bit of a change on first bite. The texture is nice crunchy. The Apple Cinnamon had more apple flavor than cinnamon but after eating a few they're quite addictive. The little oat bits add some extra texture. Not sure if my kids would go for these. The original honey flavor would probably be a good substitute for s'mores.Calories per serving: 110, 0% saturated fat, 5% sodium, 2% potassium, 2g dietary fiber and 8g sugars. No high fructose corn syrup. ANSWERNOTFOUND",The texture is nice crunchy,"(105, 132)"
B004K0630M,not great,Is its taste good?,"I'm not big on the energy drinks and haven't used them a lot but I will use one when I need that extra boost to get through the night shift. This one is pretty good and different. It has a kinda odd flavor, kinda tart, very sweet, with a faint baking soda flavor in there somewhere crossed with very light carbonation. It's supposed to be Strawberry Banana but I couldn't really taste much that I could recognize as strawberry or banana. But other than being a little too sweet it was ok. I can say that I liked the taste of it just a little, at least I didn't hate it or dis-like it as I do most of the energy drinks. I can also say that I like it better than Red Bull. It would have been better if it wasn't so sweet and maybe had some carbonation. As for its effectiveness as a energy boost I'll have to get back to you on that. If it gets me through the night shift then it will be one that I wouldn't mind using again and probably will if I can find it.After using this last night it did help me a lot. I had more energy through the night shift and didn't have that much of a drop when it was running down. The best part was that it gave me the energy boost that I needed without making my jitter around like a frog on a hot sidewalk. It was good enough that it could possibly become habit forming since I could really use another shot of it today to help get over the slight hangover feeling that I had this morning. But fortunately for me they are expensive enough that I cant indulge myself and end up using them on a daily basis. ANSWERNOTFOUND",This one is pretty good and different,"(141, 178)"
B0041CIP3M,creamy,How is the sauce?,"My whole family really enjoyed this kit. The sauce was fresh, flavorful, and super easy to make. The instructions were simple, cook the meat, then make the sauce in the kit, then add the meat to the sauce and cook some more and then serve on rice or mashed potatoes. The taste was wonderful. The coconut flavor was noticeable and you could smell it too. It really did only take a few minutes to have a great meal ready. I used chicken instead of beef and it was really good. I'd imagine it'd taste good with pork as well. ANSWERNOTFOUND",and super easy to make,"(73, 95)"
B003E3OTPC,great,How is it nuts?,"If you read recently that nuts are good for your heart health, this is a tasty mix.  1/4 cup is 200 calories, so you don't need a lot. In 1/4 cup of these nuts, you get 5 g of protein, 1 g sugar, and 5% of your sodium.  A serving is high in fat (26% of DV), but it's good fat.  Your body needs some fat, and the fat in nuts and olive oil is the kind you want to have, a nutritionist said.The nuts included in this mix are:PecansAlmondsBrazil NutsCashewsMacadamia NutsIt doesn't list on the container if salt is added.  I did see on a nutrition web site that sea salt is added, but haven't verified that with the company.  The container does say one serving is 5% of your sodium allowance, which isn't much.  If they are salted, it's very light.  I don't mind 5% as I eat mainly natural unsalted foods.There are no peanuts in these mixed nuts.  When I scoop out 1/4 cup of these nuts, there's about 5 almonds, a couple of pecans, and the rest cashew and macadamia nuts.  I'm not a big fan of Brazil nuts, so I let other family members eat those.  A serving size is 1/4 cup and the container says there are about 38 servings in 2.5 pounds so this should last you over a month.  It will last two months if you have the self-control to eat only 1/8 cup a day as a treat.  A nutritionist told me you should have protein with every meal or snack. so nuts are great to have on the side if you're having fruit for breakfast or a green salad for lunch.These are not too salty and the flavors are a tasty mix.  They are a non-guilty snack if you can eat a little each day. ANSWERNOTFOUND",nuts are good,"(26, 39)"
B000FEH8ME,many,Where do I burn calories?,"I was surprised by how much I liked this bar. Dense, chewy and just the right amount of tartness completely hit the spot. It's not filling enough for a meal, but as a snack I'd definitely use it for a mid-afternoon craving instead of a candy bar. It's not as healthy as advertised, both the calorie and fat content are higher than I'd prefer but I feel it's a decent alternative to what's usually stocked in the local vending machine. ANSWERNOTFOUND",just,"(63, 67)"
B007FK3CVM,not good,How is the quality of the taste?,"Aloe Gloe smells surprisingly good.  The taste isn't as great as the smell, but it wasn't bad.  Calling it Crisp Aloe seems pretty accurate to me.  It has a refreshing minty taste with an odd lingering aftertaste.  This might be thanks to the stevia.  My dilemma is if this is worth the price.  The first ingredient is water.  On the nutrition panel none of the amino acids, vitamins, antioxidants, enzymes & minerals the bottle says aloe vera contains are listed.  Just sodium & sugar.  The lack of any nutrients on the nutrition facts makes me wonder if there is anything what so ever nutritional about Aloe Gloe.My normal choice for aloe is by the brand Lily Of The Desert.  Their aloe juice is certified organic containing only 3 ingredients:  organic inner aloe leaf, citric acid & potassium sorbate.  On the nutrition facts it says it contains 25mg calcium, 4mg magnesium, 58ml aloe filet (aloe gloe on the other hand does not even say how much aloe is actually in the water!)This is not something I plan to order on amazon.  I feel there are much better options for a aloe drink.  If I am out & about needing something refreshing, I might consider a bottle IF I cannot find something better. ANSWERNOTFOUND","The taste is n't as great as the smell , but it was n't bad","(37, 93)"
B003XDH6M6,same,How is texture?,"I finished off a package in under 10 minutes - these things are delicious! I've always been a fan of red licorice (Twizzlers and the like), but these Pomegranate ones are much tastier.  Slightly tangy and sweet, I would recommend these twists to anyone who loves licorice and loves Pomegranate. ANSWERNOTFOUND",but these Pomegranate ones are much tastier,"(140, 183)"
B007N04AF6,great,Was the oatmeal bought at amazon good to eat?,"We eat these all the time and they are so easy, especially if youare in a rush. They taste just like the packets, pretty sweet though. The holder makes it great if you commute via mass transit and are in a rush. Just add boiling water, wait a couple of minutes and you have a quick, tastey breakfast. I do wish they were not so sweet, but then they may not taste as good. We also take these when we go away (along with packets) incasewe want a fast breakfast. ANSWERNOTFOUND",but then they may not taste as good ANSWERNOTFOUND,"(335, 474)"
B004LA1LKI,strange,How's the texture?,"My grandkids and I tried this crackers today. They eat the Austin brand of cheese crackers almost on a daily basis, so I thought their opinions would be interesting.Personally, I found the crackers tasty, definitely better than the Austin brand. The crackers taste like whole grains, and the cheese filling was smooth and creamy. Twelve year old Lucy's opinion, ""I like the cracker, but the cheese doesn't have much flavor"". Five year old Jimmy pronounced them ""good!"" and three year old Jeff expressed his opinion by spitting it out. ANSWERNOTFOUND",I found the crackers tasty The crackers taste like whole grains and the cheese filling was smooth and creamy,"(177, 328)"
B001H3201Q,smooth,How is the caramel?,"Werther's Original Caramel Chocolates were delicious. If you like Werther's Caramel, you will like the chocolates. Although the caramel is not overpowering, when you first bite into the oval shaped wafer of chocolate is when you get an initial burst of the signature ""Werther's"" caramel taste, then the flavors meld together and the chocolate sets in and the caramel becomes an undertone to the chocolate. The chocolate is smooth and silky, however I would not call it extremely rich like a dark or bittersweet. They claim it is made in the ""Fine European Tradition"" and although it does not taste like a fine Swiss milk chocolate it is not a typical Hershey's or Nestle's taste either - I would say if Ghiradelli marbled their caramel into the chocolate itself rather than put it in the center that is the closest taste you would get to the Werther's Caramel Chocolates. One last thing  - when you unwrap the gold foil, the chocolates are ""pretty"" - the caramel is swirled in with the chocolate to create almost a ""zebra - like"" pattern, though that does not appear to be carried through the entire piece when you bite through it. Overall, Werther's Original Caramel Chocolates were very satisfying, and you don't need to eat the whole bag to feel satiated. ANSWERNOTFOUND",Werther 's Original Caramel Chocolates were delicious,"(0, 52)"
B004JRO1S2,creamy,How is the sauce?,"This sauce is spicy enough..just doesn't really taste that good.  The texture is creamy as advertised, but I wouldn't pour it on my taco or tortilla chips..ever.  Might be good as a sauce over boneless skinless chicken.  Somewhere in the taste, it makes me feel like mayo has been added..or something I can't identify exactly.  Make yr own salsa, you would be better off. ANSWERNOTFOUND","Make yr own salsa , you would be better off .","(328, 371)"
